,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9053,2007.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14
9054,2012.0,Action,THQ,0.13,0.0,0.0,0.01,0.14
9055,2004.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14
9056,2012.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14
9057,2006.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
9058,2001.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14
9059,2010.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
9060,2008.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9061,2015.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
9062,2011.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14
9063,2012.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14
9064,2011.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14
9065,2014.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14
9066,2015.0,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14
9067,2002.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14
9068,2005.0,Sports,3DO,0.07,0.05,0.0,0.02,0.14
9069,2012.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14
9070,2015.0,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14
9071,2016.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
9072,2008.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14
9073,2013.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14
9074,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9075,2007.0,Action,Atari,0.11,0.03,0.0,0.01,0.14
9076,2007.0,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14
9077,2009.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14
9078,2006.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14
9079,2012.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
9080,2014.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14
9081,,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14
9082,2008.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14
9083,2011.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9084,2012.0,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14
9085,2005.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
9086,2018.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9087,2014.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
9088,2005.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9089,2005.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9090,2013.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
9091,2008.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14
9092,2016.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9093,2004.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14
9094,2010.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14
9095,2002.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14
9096,2010.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14
9097,2001.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
9098,2012.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14
9099,2009.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14
9100,2008.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14
9101,2013.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14
9102,2006.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14
9103,2019.0,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14
9104,2006.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9105,2005.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14
9106,1986.0,Action,Atari,0.13,0.01,0.0,0.0,0.14
9107,2004.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9108,2013.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14
9109,2012.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14
9110,2006.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
9111,2010.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14
9112,2018.0,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14
9113,2008.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14
9114,2011.0,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14
9115,2007.0,Platform,THQ,0.11,0.03,0.0,0.01,0.14
9116,2013.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14
9117,2011.0,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14
9118,2011.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14
9119,2006.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9120,2007.0,Action,THQ,0.11,0.03,0.0,0.0,0.14
9121,2013.0,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14
9122,2002.0,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14
9123,2009.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14
9124,2004.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9125,2002.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14
9126,2016.0,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
9127,2012.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9128,2006.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9129,2015.0,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14
9130,2001.0,Racing,THQ,0.08,0.05,0.0,0.01,0.14
9131,2012.0,Action,Capcom,0.07,0.05,0.0,0.02,0.14
9132,2011.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14
9133,2001.0,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
9134,2008.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14
9135,2011.0,Platform,505 Games,0.0,0.0,0.14,0.0,0.14
9136,2019.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14
9137,2012.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14
9138,2009.0,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14
9139,2013.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14
9140,2009.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9141,2008.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14
9142,2015.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9143,2014.0,Action,Activision,0.11,0.02,0.0,0.01,0.14
9144,2016.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
9145,2015.0,Sports,Ubisoft,0.0,0.1,0.0,0.04,0.14
9146,2005.0,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9147,2012.0,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14
9148,2001.0,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9149,2013.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14
9150,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14
9151,,Action,Unknown,0.11,0.03,0.0,0.0,0.14
9152,2003.0,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
9153,2003.0,Sports,THQ,0.11,0.03,0.0,0.0,0.14
9154,2006.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
9155,2002.0,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14
9156,2003.0,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14
9157,2017.0,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14
9158,2012.0,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14
9159,2014.0,Misc,Atari,0.13,0.0,0.0,0.01,0.14
9160,2006.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9161,2014.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14
9162,1999.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9163,2010.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
9164,2004.0,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14
9165,2013.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
9166,2001.0,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14
9167,2006.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9168,2013.0,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14
9169,2001.0,Platform,Kemco,0.08,0.05,0.0,0.01,0.14
9170,2015.0,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14
9171,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14
9172,2011.0,Racing,Activision,0.13,0.0,0.0,0.01,0.14
9173,2009.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9174,2006.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9175,2008.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14
9176,2016.0,Action,Activision,0.12,0.01,0.0,0.01,0.14
9177,2010.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9178,2006.0,Racing,Atari,0.07,0.05,0.0,0.02,0.14
9179,2003.0,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
9180,2007.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14
9181,2001.0,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14
9182,2013.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
9183,2014.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14
9184,2019.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9185,2000.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9186,2009.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9187,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9188,2009.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14
9189,2006.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
9190,2000.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14
9191,2018.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9192,2007.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14
9193,2012.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14
9194,2015.0,Misc,Activision,0.1,0.02,0.0,0.01,0.14
9195,2006.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14
9196,1997.0,Fighting,SNK,0.0,0.0,0.14,0.0,0.14
9197,2018.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14
9198,2010.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
9199,2016.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
9200,2014.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14
9201,2015.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14
9202,2005.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
9203,2015.0,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14
9204,2009.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14
9205,2014.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14
9206,2016.0,Action,Activision,0.09,0.03,0.0,0.01,0.14
9207,1999.0,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9208,2015.0,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14
9209,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9210,2016.0,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14
9211,2016.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14
9212,2010.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
9213,2015.0,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14
9214,2011.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9215,2000.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9216,2012.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14
9217,2006.0,Action,THQ,0.1,0.04,0.0,0.0,0.14
9218,2006.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
9219,2011.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14
9220,2005.0,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14
9221,2003.0,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14
9222,2011.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14
9223,1999.0,Adventure,NEC,0.0,0.0,0.14,0.0,0.14
9224,2002.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
9225,2018.0,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14
9226,2016.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
9227,2013.0,Misc,Activision,0.12,0.01,0.0,0.01,0.14
9228,2009.0,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14
9229,2014.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9230,2019.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
9231,2015.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9232,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14
9233,2009.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9234,2006.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
9235,2010.0,Misc,Sony Computer Entertainment,0.1,0.0,0.02,0.01,0.14
9236,2006.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14
9237,2013.0,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
9238,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9239,2010.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9240,2014.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14
9241,1999.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
9242,2015.0,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14
9243,2019.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9244,2010.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
9245,2014.0,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14
9246,2006.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14
9247,2013.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14
9248,2014.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9249,2011.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14
9250,2020.0,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14
9251,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14
9252,2009.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14
9253,2014.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14
9254,2015.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14
9255,2010.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
9256,1999.0,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9257,1999.0,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9258,2012.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9259,2006.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14
9260,2010.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14
9261,2019.0,Action,PQube,0.07,0.03,0.02,0.02,0.14
9262,2012.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.14
9263,2013.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
9264,2018.0,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02,0.14
9265,2014.0,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14
9266,2008.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14
9267,2011.0,Action,THQ,0.11,0.01,0.0,0.01,0.14
9268,2014.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14
9269,2011.0,Simulation,THQ,0.13,0.0,0.0,0.01,0.14
9270,2013.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
9271,2017.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9272,2015.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
9273,2015.0,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14
9274,2010.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14
9275,2002.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14
9276,2013.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9277,2012.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14
9278,2006.0,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14
9279,2013.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
9280,2010.0,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14
9281,2012.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9282,2013.0,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
9283,2012.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14
9284,2010.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
9285,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9286,2008.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9287,2007.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14
9288,2018.0,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14
9289,2014.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14
9290,2013.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14
9291,2007.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9292,2018.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9293,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9294,2001.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9295,2014.0,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.14
9296,2012.0,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14
9297,2007.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14
9298,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9299,2006.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
9300,2005.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9301,2010.0,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
9302,2010.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
9303,2002.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
9304,2019.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14
9305,2016.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
9306,2014.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.14
9307,2009.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
9308,2005.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9309,2000.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9310,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9311,2015.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9312,2014.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14
9313,2018.0,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14
9314,2015.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
9315,2008.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14
9316,2015.0,Misc,THQ,0.11,0.01,0.0,0.01,0.14
9317,2014.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14
9318,2012.0,Action,Activision,0.11,0.01,0.0,0.01,0.14
9319,2006.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
9320,2008.0,Sports,Sega,0.1,0.03,0.0,0.0,0.14
9321,2015.0,Adventure,Ubisoft,0.08,0.04,0.0,0.01,0.14
9322,2013.0,Sports,Activision,0.13,0.0,0.0,0.01,0.14
9323,2007.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14
9324,2006.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
9325,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9326,2016.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14
9327,2012.0,Sports,THQ,0.12,0.0,0.0,0.01,0.14
9328,2012.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9329,2013.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13
9330,2012.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13
9331,2007.0,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13
9332,2014.0,Misc,Ubisoft,0.0,0.12,0.0,0.02,0.13
9333,2005.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13
9334,2007.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9335,2007.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13
9336,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9337,2016.0,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
9338,2002.0,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13
9339,2005.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9340,2012.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13
9341,2012.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13
9342,2011.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9343,2012.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13
9344,2006.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
9345,2013.0,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
9346,2008.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9347,2015.0,Sports,Deep Silver,0.06,0.07,0.0,0.01,0.13
9348,2009.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13
9349,2008.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13
9350,2010.0,Action,Banpresto,0.0,0.0,0.13,0.0,0.13
9351,2006.0,Action,Activision,0.1,0.03,0.0,0.0,0.13
9352,2016.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9353,2006.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13
9354,2009.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13
9355,2009.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13
9356,2012.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
9357,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9358,2012.0,Misc,Atari,0.13,0.0,0.0,0.01,0.13
9359,2013.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
9360,2019.0,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9361,2017.0,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
9362,2009.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13
9363,2014.0,Role-Playing,Spike,0.0,0.0,0.13,0.0,0.13
9364,2015.0,Racing,D3Publisher,0.07,0.06,0.0,0.01,0.13
9365,1999.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
9366,2009.0,Simulation,Bethesda Softworks,0.07,0.05,0.0,0.02,0.13
9367,2008.0,Platform,THQ,0.1,0.03,0.0,0.0,0.13
9368,2015.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
9369,2019.0,Action,Activision,0.09,0.03,0.0,0.01,0.13
9370,2016.0,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
9371,2019.0,Action,Capcom,0.08,0.04,0.0,0.01,0.13
9372,2016.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9373,2009.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
9374,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
9375,2011.0,Misc,Sega,0.12,0.0,0.0,0.01,0.13
9376,2001.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9377,2010.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9378,2013.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9379,2011.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.13
9380,2014.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9381,2013.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13
9382,2012.0,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13
9383,2004.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9384,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9385,2012.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13
9386,2012.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13
9387,2014.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13
9388,2009.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
9389,2016.0,Shooter,Activision,0.07,0.05,0.0,0.01,0.13
9390,2007.0,Action,Kemco,0.1,0.03,0.0,0.0,0.13
9391,2005.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9392,,Sports,Atari,0.1,0.03,0.0,0.0,0.13
9393,2019.0,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.13
9394,2015.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9395,2002.0,Racing,THQ,0.07,0.05,0.0,0.01,0.13
9396,2012.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
9397,2005.0,Action,3DO,0.06,0.05,0.0,0.02,0.13
9398,2012.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9399,2008.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13
